roadnumber	country
MG-231	Brasil
MG-232	Brasil
MG-235	Brasil
MG-238	Brasil
MG-252	Brasil
MG-255	Brasil
MG-256	Brasil
MG-259	Brasil
MG-260	Brasil
MG-262	Brasil
MG-265	Brasil
MG-267	Brasil
MG-270	Brasil
MG-275	Brasil
MG-280	Brasil
MG-285	Brasil
MG-29	Brasil
MG-290	Brasil
MG-295	Brasil
MG-306	Brasil
MG-307	Brasil
MG-308	Brasil
MG-311	Brasil
MG-314	Brasil
MG-317	Brasil
MG-320	Brasil
MG-323	Brasil
MG-326	Brasil
MG-329	Brasil
MG-332	Brasil
MG-335	Brasil
MG-338	Brasil
MG-340	Brasil
MG-341	Brasil
MG-342	Brasil
MG-344	Brasil
MG-347	Brasil
MG-350	Brasil
MG-353	Brasil
MG-354	Brasil
MG-357	Brasil
MG-367	Brasil
MG-381	Brasil
MG-383	Brasil
MG-393	Brasil
MG-400	Brasil
MG-401	Brasil
MG-402	Brasil
MG-403	Brasil
MG-404	Brasil
MG-405	Brasil
MG-406	Brasil
MG-407	Brasil
MG-408	Brasil
MG-409	Brasil
MG-410	Brasil
MG-412	Brasil
MG-413	Brasil
MG-414	Brasil
MG-415	Brasil
MG-416	Brasil
MG-417	Brasil
MG-420	Brasil
MG-423	Brasil
MG-424	Brasil
MG-425	Brasil
MG-426	Brasil
MG-427	Brasil
MG-428	Brasil
MG-429	Brasil
MG-430	Brasil
MG-431	Brasil
MG-432	Brasil
MG-433	Brasil
MG-434	Brasil
MG-435	Brasil
MG-436	Brasil
MG-437	Brasil
MG-438	Brasil
MG-439	Brasil
MG-440	Brasil
MG-442	Brasil
MG-443	Brasil
MG-444	Brasil
MG-445	Brasil
MG-446	Brasil
MG-447	Brasil
MG-448	Brasil
MG-450	Brasil
MG-452	Brasil
MG-453	Brasil
MG-454	Brasil
MG-455	Brasil
MG-456	Brasil
MG-457	Brasil
MG-458	Brasil
MG-459	Brasil
MG-464	Brasil
MG-474	Brasil
MG-479	Brasil
MG-482	Brasil
MG-494	Brasil
MG-497	Brasil
MG-506	Brasil
MG-622	Brasil
MG-635	Brasil
MG-641	Brasil
MG-645	Brasil
MG-713	Brasil
MG-736	Brasil
MG-749	Brasil
MG-759	Brasil
MG-764	Brasil
MG-766	Brasil
MG-810	Brasil
MG-820	Brasil
MG-824	Brasil
MG-825	Brasil
MG-831	Brasil
MG-836	Brasil
MG-862	Brasil
MG-877	Brasil
MG-882	Brasil
MG-884	Brasil
MG-A1	Brasil
MG 006	Brasil
MG 030	Brasil
MG 164	Brasil
MG 188	Brasil
MG 223	Brasil
MG 226	Brasil
MG 238	Brasil
MG 262	Brasil
MG 367	Brasil
MG 428	Brasil
MG 459	Brasil
MGC-120	Brasil
MGC-146	Brasil
MGC-383	Brasil
MGC-462	Brasil
MGT-146	Brasil
MGT-154	Brasil
MGT-418	Brasil
MS-006	Brasil
MS-009	Brasil
MS-010	Brasil
MS-040	Brasil
MS-060	Brasil
MS-080	Brasil
MS-112	Brasil
MS-124	Brasil
MS-134	Brasil
MS-141	Brasil
MS-142	Brasil
MS-145	Brasil
MS-147	Brasil
MS-156	Brasil
MS-157	Brasil
MS-158	Brasil
MS-160	Brasil
MS-162	Brasil
MS-164	Brasil
MS-165	Brasil
MS-166	Brasil
MS-167	Brasil
MS-170	Brasil
MS-176	Brasil
MS-178	Brasil
MS-184	Brasil
MS-185	Brasil
MS-195	Brasil
MS-200	Brasil
MS-213	Brasil
MS-215	Brasil
MS-217	Brasil
MS-223	Brasil
MS-228	Brasil
MS-229	Brasil
MS-240	Brasil
MS-243	Brasil
MS-244	Brasil
MS-245	Brasil
MS-258	Brasil
MS-260	Brasil
MS-262	Brasil
MS-267	Brasil
MS-270	Brasil
MS-274	Brasil
MS-276	Brasil
MS-278	Brasil
MS-280	Brasil
MS-283	Brasil
MS-286	Brasil
MS-289	Brasil
MS-295	Brasil
MS-299	Brasil
MS-306	Brasil
MS-307	Brasil
MS-310	Brasil
MS-316	Brasil
MS-318	Brasil
MS-320	Brasil
MS-324	Brasil
MS-324 A	Brasil
MS-324 B	Brasil
MS-325	Brasil
MS-338	Brasil
MS-339	Brasil
MS-340	Brasil
MS-345	Brasil
MS-347	Brasil
MS-351	Brasil
MS-352	Brasil
MS-355	Brasil
MS-356	Brasil
MS-357	Brasil
MS-370	Brasil
MS-377	Brasil
MS-378	Brasil
MS-379	Brasil
MS-380	Brasil
MS-382	Brasil
MS-384	Brasil
MS-385	Brasil
MS-386	Brasil
MS-395	Brasil
MS-407	Brasil
MS-408	Brasil
MS-418	Brasil
MS-419	Brasil
MS-422	Brasil
MS-425	Brasil
MS-426	Brasil
MS-427	Brasil
MS-429	Brasil
MS-430	Brasil
MS-432	Brasil
MS-436	Brasil
MS-438	Brasil
MS-440	Brasil
MS-441	Brasil
MS-444	Brasil
MS-447	Brasil
MS-448	Brasil
MS-449	Brasil
MS-455	Brasil
MS-456	Brasil
MS-458	Brasil
MS-459	Brasil
MS-464	Brasil
MS-465	Brasil
MS-467	Brasil
MS-468	Brasil
MS-469	Brasil
MS-470	Brasil
MS-471	Brasil
MS-472	Brasil
MS-473	Brasil
MS-475	Brasil
MS-476	Brasil
MS-478	Brasil
MS-479	Brasil
MS-480	Brasil
MS-481	Brasil
MS-485	Brasil
MS-486	Brasil
MS-487	Brasil
MS-488	Brasil
MT-010	Brasil
MT-020	Brasil
MT-040	Brasil
MT-050	Brasil
MT-060	Brasil
MT-070	Brasil
MT-100	Brasil
MT-102	Brasil
MT-107	Brasil
MT-109	Brasil
MT-110	Brasil
MT-111	Brasil
MT-123	Brasil
MT-125	Brasil
MT-129	Brasil
MT-130	Brasil
MT-140	Brasil
MT-158	Brasil
MT-160	Brasil
MT-163	Brasil
MT-170	Brasil
MT-174	Brasil
MT-175	Brasil
MT-176	Brasil
MT-199	Brasil
MT-206	Brasil
MT-208	Brasil
MT-220	Brasil
MT-225	Brasil
MT-235	Brasil
MT-240	Brasil
MT-241	Brasil
MT-242	Brasil
MT-243	Brasil
MT-244	Brasil
MT-246	Brasil
MT-247	Brasil
MT-248	Brasil
MT-251	Brasil
MT-255	Brasil
MT-260	Brasil
MT-265	Brasil
MT-270	Brasil
MT-299	Brasil
MT-320	Brasil
MT-322	Brasil
MT-324	Brasil
MT-325	Brasil
MT-326	Brasil
MT-328	Brasil
MT-336	Brasil
MT-338	Brasil
MT-339	Brasil
MT-340	Brasil
MT-343	Brasil
MT-344	Brasil
MT-351	Brasil
MT-358	Brasil
MT-361	Brasil
MT-364	Brasil
MT-370	Brasil
MT-373	Brasil
MT-383	Brasil
MT-388	Brasil
MT-399	Brasil
MT-400	Brasil
MT-403	Brasil
MT-404	Brasil
MT-406	Brasil
MT-407	Brasil
MT-408	Brasil
MT-409	Brasil
MT-412	Brasil
MT-413	Brasil
MT-414	Brasil
MT-415	Brasil
MT-418	Brasil
MT-419	Brasil
MT-420	Brasil
MT-423	Brasil
MT-430	Brasil
MT-431	Brasil
MT-432	Brasil
MT-433	Brasil
MT-437	Brasil
MT-448	Brasil
MT-449	Brasil
MT-451	Brasil
MT-453	Brasil
MT-456	Brasil
MT-457	Brasil
MT-458	Brasil
MT-459	Brasil
MT-460	Brasil
MT-461	Brasil
MT-462	Brasil
MT-464	Brasil
MT-465	Brasil
MT-469	Brasil
MT-470	Brasil
MT-471	Brasil
MT-473	Brasil
MT-474	Brasil
MT-476	Brasil
MT-477	Brasil
MT-478	Brasil
MT-481	Brasil
MT-485	Brasil
PA-102	Brasil
PA-108	Brasil
PA-112	Brasil
PA-124	Brasil
PA-125	Brasil
PA-127	Brasil
PA-136	Brasil
PA-140	Brasil
PA-150	Brasil
PA-151	Brasil
PA-154	Brasil
PA-156	Brasil
PA-157	Brasil
PA-158	Brasil
PA-159	Brasil
PA-167	Brasil
PA-207	Brasil
PA-208	Brasil
PA-220	Brasil
PA-235	Brasil
PA-238	Brasil
PA-241	Brasil
PA-242	Brasil
PA-251	Brasil
PA-252	Brasil
PA-253	Brasil
PA-254	Brasil
PA-256	Brasil
PA-263	Brasil
PA-268	Brasil
PA-273	Brasil
PA-275	Brasil
PA-279	Brasil
PA-287	Brasil
PA-316	Brasil
PA-318	Brasil
PA-320	Brasil
PA-322	Brasil
PA-324	Brasil
PA-327	Brasil
PA-364	Brasil
PA-368	Brasil
PA-370	Brasil
PA-371	Brasil
PA-375	Brasil
PA-379	Brasil
PA-380	Brasil
PA-391	Brasil
PA-392	Brasil
PA-395	Brasil
PA-403	Brasil
PA-404	Brasil
PA-406	Brasil
PA-407	Brasil
PA-408	Brasil
PA-409	Brasil
PA-411	Brasil
PA-412	Brasil
PA-413	Brasil
PA-414	Brasil
PA-415	Brasil
PA-418	Brasil
PA-419	Brasil
PA-420	Brasil
PA-423	Brasil
PA-427	Brasil
PA-428	Brasil
PA-429	Brasil
PA-431	Brasil
PA-433	Brasil
PA-435	Brasil
PA-436	Brasil
PA-437	Brasil
PA-438	Brasil
PA-439	Brasil
PA-440	Brasil
PA-441	Brasil
PA-443	Brasil
PA-444	Brasil
PA-446	Brasil
PA-447	Brasil
PA-448	Brasil
PA-449	Brasil
PA-454	Brasil
PA-456	Brasil
PA-457	Brasil
PA-459	Brasil
PA-463	Brasil
PA-465	Brasil
PA-467	Brasil
PA-469	Brasil
PA-471	Brasil
PA-475	Brasil
PA-477	Brasil
PA-483	Brasil
PB-004	Brasil
PB-008	Brasil
PB-018	Brasil
PB-025	Brasil
PB-030	Brasil
PB-032	Brasil
PB-034	Brasil
PB-041	Brasil
PB-044	Brasil
PB-048	Brasil
PB-054	Brasil
PB-055	Brasil
PB-057	Brasil
PB-063	Brasil
PB-065	Brasil
PB-067	Brasil
PB-071	Brasil
PB-073	Brasil
PB-075	Brasil
PB-078	Brasil
PB-079	Brasil
PB-081	Brasil
PB-082	Brasil
PB-083	Brasil
PB-087	Brasil
PB-089	Brasil
PB-090	Brasil
PB-092	Brasil
PB-095	Brasil
PB-097	Brasil
PB-099	Brasil
PB-102	Brasil
PB-104	Brasil
PB-105	Brasil
PB-110	Brasil
PB-111	Brasil
PB-113	Brasil
PB-115	Brasil
PB-121	Brasil
PB-127	Brasil
PB-132	Brasil
PB-133	Brasil
PB-135	Brasil
PB-137	Brasil
PB-148	Brasil
PB-150	Brasil
PB-151	Brasil
PB-157	Brasil
PB-160	Brasil
PB-167	Brasil
PB-169	Brasil
PB-176	Brasil
PB-177	Brasil
PB-186	Brasil
PB-195	Brasil
PB-196	Brasil
PB-202	Brasil
PB-210	Brasil
PB-214	Brasil
PB-216	Brasil
PB-220	Brasil
PB-221	Brasil
PB-224	Brasil
PB-228	Brasil
PB-230	Brasil
PB-233	Brasil
PB-238	Brasil
PB-240	Brasil
PB-242	Brasil
PB-246	Brasil
PB-250	Brasil
PB-264	Brasil
PB-275	Brasil
PB-276	Brasil
PB-278	Brasil
PB-293	Brasil
PB-299	Brasil
PB-306	Brasil
PB-312	Brasil
PB-313	Brasil
PB-317	Brasil
PB-321	Brasil
PB-323	Brasil
PB-325	Brasil
PB-327	Brasil
PB-337	Brasil
PB-338	Brasil
PB-348	Brasil
PB-356	Brasil
PB-359	Brasil
PB-366	Brasil
PB-368	Brasil
PB-370	Brasil
PB-372	Brasil
PB-374	Brasil
PB-376	Brasil
PB-382	Brasil
PB-384	Brasil
PB-386	Brasil
PB-388	Brasil
PB-389	Brasil
PB-391	Brasil
PB-393	Brasil
PB-395	Brasil
PB-400	Brasil
PB-404	Brasil
PB-405	Brasil
PB-408	Brasil
PB-411	Brasil
PB-417	Brasil
PB-420	Brasil
PB-426	Brasil
PB-705	Brasil
PB-851	Brasil
PE-001	Brasil
PE-002	Brasil
PE-004	Brasil
PE-005	Brasil
PE-007	Brasil
PE-008	Brasil
PE-009	Brasil
PE-014	Brasil
PE-015	Brasil
PE-016	Brasil
PE-018	Brasil
PE-022	Brasil
PE-025	Brasil
PE-027	Brasil
PE-028	Brasil
PE-035	Brasil
PE-037	Brasil
PE-038	Brasil
PE-040	Brasil
PE-041	Brasil
PE-042	Brasil
PE-045	Brasil
PE-049	Brasil
PE-050	Brasil
PE-051	Brasil
PE-052	Brasil
PE-053	Brasil
PE-058	Brasil
PE-059	Brasil
PE-060	Brasil
PE-061	Brasil
PE-062	Brasil
PE-063	Brasil
PE-064	Brasil
PE-070	Brasil
PE-071	Brasil
PE-073	Brasil
PE-074	Brasil
PE-075	Brasil
PE-076	Brasil
PE-078	Brasil
PE-079	Brasil
PE-081	Brasil
PE-082	Brasil
PE-085	Brasil
PE-086	Brasil
PE-088	Brasil
PE-089	Brasil
PE-090	Brasil
PE-094	Brasil
PE-095	Brasil
PE-096	Brasil
PE-097	Brasil
PE-103	Brasil
PE-106	Brasil
PE-109	Brasil
PE-112	Brasil
PE-120	Brasil
PE-121	Brasil
PE-123	Brasil
PE-126	Brasil
PE-130	Brasil
PE-144	Brasil
PE-145	Brasil
PE-149	Brasil
PE-157	Brasil
PE-158	Brasil
PE-160	Brasil
PE-166	Brasil
PE-170	Brasil
PE-177	Brasil
PE-180	Brasil
PE-187	Brasil
PE-193	Brasil
PE-197	Brasil
PE-203	Brasil
PE-214	Brasil
PE-216	Brasil
PE-217	Brasil
PE-218	Brasil
PE-219	Brasil
PE-230	Brasil
PE-232	Brasil
PE-233	Brasil
PE-244	Brasil
PE-263	Brasil
PE-270	Brasil
PE-275	Brasil
PE-280	Brasil
PE-282	Brasil
PE-285	Brasil
PE-292	Brasil
PE-293	Brasil
PE-300	Brasil
PE-309	Brasil
PE-316	Brasil
PE-320	Brasil
PE-340	Brasil
PE-360	Brasil
PE-365	Brasil
PE-375	Brasil
PE-390	Brasil
PE-422	Brasil
PE-423	Brasil
PE-430	Brasil
PE-450	Brasil
PE-460	Brasil
PE-475	Brasil
PE-483	Brasil
PE-507	Brasil
PE-555	Brasil
PE-585	Brasil
PE-590	Brasil
PE-630	Brasil
PE-635	Brasil
PI-022	Brasil
PI-084	Brasil
PI-110	Brasil
PI-111	Brasil
PI-112	Brasil
PI-113	Brasil
PI-114	Brasil
PI-115	Brasil
PI-116	Brasil
PI-117	Brasil
PI-120	Brasil
PI-130	Brasil
PI-140	Brasil
PI-141	Brasil
PI-142	Brasil
PI-143	Brasil
PI-144	Brasil
PI-147	Brasil
PI-210	Brasil
PI-211	Brasil
PI-212	Brasil
PI-213	Brasil
PI-214	Brasil
PI-215	Brasil
PI-216	Brasil
PI-217	Brasil
PI-218	Brasil
PI-219	Brasil
PI-221	Brasil
PI-223	Brasil
PI-224	Brasil
PI-225	Brasil
PI-226	Brasil
PI-227	Brasil
PI-228	Brasil
PI-229	Brasil
PI-230	Brasil
PI-233	Brasil
PI-236	Brasil
PI-237	Brasil
PI-239	Brasil
PI-240	Brasil
PI-241	Brasil
PI-243	Brasil
PI-244	Brasil
PI-245	Brasil
PI-247	Brasil
PI-248	Brasil
PI-249	Brasil
PI-254	Brasil
PI-255	Brasil
PI-257	Brasil
PI-258	Brasil
PI-260	Brasil
PI-311	Brasil
PI-312	Brasil
PI-313	Brasil
PI-314	Brasil
PI-315	Brasil
PI-316	Brasil
PI-320	Brasil
PI-324	Brasil
PI-331	Brasil
PI-343	Brasil
PI-352	Brasil
PI-354	Brasil
PI-362	Brasil
PI-369	Brasil
PI-372	Brasil
PI-373	Brasil
PI-379	Brasil
PI-385	Brasil
PI-386	Brasil
PI-387	Brasil
PI-388	Brasil
PI-391	Brasil
PI-392	Brasil
PI-395	Brasil
PI-407	Brasil
PI-411	Brasil
PI-412	Brasil
PI-413	Brasil
PI-414	Brasil
PI-415	Brasil
PI-416	Brasil
PI-450	Brasil
PI-456	Brasil
PI-457	Brasil
PI-459	Brasil
PI-464	Brasil
PI-465	Brasil
PI-469	Brasil
PI-470	Brasil
PR-001	Brasil
PR-003	Brasil
PR-005	Brasil
PR-006	Brasil
PR-009	Brasil
PR-011	Brasil
PR-013	Brasil
PR-014	Brasil
PR-057	Brasil
PR-081	Brasil
PR-082	Brasil
PR-090	Brasil
PR-092	Brasil
PR-101	Brasil
PR-143	Brasil
PR-150	Brasil
PR-151	Brasil
PR-152	Brasil
PR-153	Brasil
PR-158	Brasil
PR-160	Brasil
PR-163	Brasil
PR-170	Brasil
PR-180	Brasil
PR-182	Brasil
PR-187	Brasil
PR-188	Brasil
PR-218	Brasil
PR-238	Brasil
PR-239	Brasil
PR-249	Brasil
PR-272	Brasil
PR-277	Brasil
PR-280	Brasil
PR-281	Brasil
PR-317	Brasil
PR-323	Brasil
PR-340	Brasil
PR-356	Brasil
PR-364	Brasil
PR-369	Brasil
PR-370	Brasil
PR-371	Brasil
PR-373	Brasil
PR-384	Brasil
PR-405	Brasil
PR-407	Brasil
PR-408	Brasil
PR-410	Brasil
PR-411	Brasil
PR-412	Brasil
PR-417	Brasil
PR-418	Brasil
PR-419	Brasil
PR-420	Brasil
PR-421	Brasil
PR-422	Brasil
PR-423	Brasil
PR-424	Brasil
PR-427	Brasil
PR-431	Brasil
PR-433	Brasil
PR-435	Brasil
PR-436	Brasil
PR-437	Brasil
PR-438	Brasil
PR-439	Brasil
PR-441	Brasil
PR-442	Brasil
PR-443	Brasil
PR-444	Brasil
PR-445	Brasil
PR-446	Brasil
PR-447	Brasil
PR-448	Brasil
PR-449	Brasil
PR-450	Brasil
PR-451	Brasil
PR-452	Brasil
PR-453	Brasil
PR-454	Brasil
PR-455	Brasil
PR-456	Brasil
PR-457	Brasil
PR-458	Brasil
PR-459	Brasil
PR-460	Brasil
PR-461	Brasil
PR-462	Brasil
PR-463	Brasil
PR-464	Brasil
PR-465	Brasil
PR-466	Brasil
PR-467	Brasil
PR-468	Brasil
PR-469	Brasil
PR-470	Brasil
PR-471	Brasil
PR-472	Brasil
PR-473	Brasil
PR-474	Brasil
PR-475	Brasil
PR-476	Brasil
PR-477	Brasil
PR-479	Brasil
PR-480	Brasil
PR-481	Brasil
PR-482	Brasil
PR-483	Brasil
PR-484	Brasil
PR-485	Brasil
PR-486	Brasil
PR-487	Brasil
PR-488	Brasil
PR-489	Brasil
PR-490	Brasil
PR-491	Brasil
PR-492	Brasil
PR-493	Brasil
PR-495	Brasil
PR-496	Brasil
PR-497	Brasil
PR-498	Brasil
PR-505	Brasil
PR-506	Brasil
PR-508	Brasil
PR-509	Brasil
PR-510	Brasil
PR-511	Brasil
PR-512	Brasil
PR-513	Brasil
PR-515	Brasil
PR-517	Brasil
PR-518	Brasil
PR-519	Brasil
PR-522	Brasil
PR-525	Brasil
PR-526	Brasil
PR-531	Brasil
PR-532	Brasil
PR-534	Brasil
PR-535	Brasil
PR-536	Brasil
PR-537	Brasil
PR-538	Brasil
PR-539	Brasil
PR-540	Brasil
PR-541	Brasil
PR-542	Brasil
PR-543	Brasil
PR-544	Brasil
PR-545	Brasil
PR-546	Brasil
PR-547	Brasil
PR-549	Brasil
PR-550	Brasil
PR-551	Brasil
PR-552	Brasil
PR-553	Brasil
PR-554	Brasil
PR-555	Brasil
PR-556	Brasil
PR-557	Brasil
PR-558	Brasil
PR-559	Brasil
PR-560	Brasil
PR-561	Brasil
PR-562	Brasil
PR-563	Brasil
PR-565	Brasil
PR-566	Brasil
PR-567	Brasil
PR-569	Brasil
PR-573	Brasil
PR-574	Brasil
PR-575	Brasil
PR-576	Brasil
PR-577	Brasil
PR-580	Brasil
PR-581	Brasil
PR-583	Brasil
PR-585	Brasil
PR-586	Brasil
PR-587	Brasil
PR-589	Brasil
PR-590	Brasil
PR-592	Brasil
PR-650	Brasil
PR-662	Brasil
PR-682	Brasil
PR-806	Brasil
PR-808	Brasil
PR-825	Brasil
PR-873	Brasil
PR-886	Brasil
PR-960	Brasil
PR-O90	Brasil
PRC-163	Brasil
RJ-014	Brasil
RJ-030	Brasil
RJ-032	Brasil
RJ-071	Brasil
RJ-093	Brasil
RJ-099	Brasil
RJ-100	Brasil
RJ-102	Brasil
RJ-104	Brasil
RJ-106	Brasil
RJ-107	Brasil
RJ-113	Brasil
RJ-114	Brasil
RJ-115	Brasil
RJ-116	Brasil
RJ-117	Brasil
RJ-118	Brasil
RJ-119	Brasil
RJ-120	Brasil
RJ-121	Brasil
RJ-122	Brasil
RJ-123	Brasil
RJ-124	Brasil
RJ-125	Brasil
RJ-126	Brasil
RJ-127	Brasil
RJ-128	Brasil
RJ-129	Brasil
RJ-130	Brasil
RJ-131	Brasil
RJ-132	Brasil
RJ-133	Brasil
RJ-134	Brasil
RJ-135	Brasil
RJ-136	Brasil
RJ-137	Brasil
RJ-138	Brasil
RJ-139	Brasil
RJ-140	Brasil
RJ-141	Brasil
RJ-142	Brasil
RJ-143	Brasil
RJ-144	Brasil
RJ-145	Brasil
RJ-146	Brasil
RJ-147	Brasil
RJ-148	Brasil
RJ-149	Brasil
RJ-150	Brasil
RJ-151	Brasil
RJ-152	Brasil
RJ-153	Brasil
RJ-154	Brasil
RJ-155	Brasil
RJ-156	Brasil
RJ-157	Brasil
RJ-158	Brasil
RJ-159	Brasil
RJ-160	Brasil
RJ-161	Brasil
RJ-162	Brasil
RJ-163	Brasil
RJ-164	Brasil
RJ-165	Brasil
RJ-166	Brasil
RJ-168	Brasil
RJ-170	Brasil
RJ-172	Brasil
RJ-174	Brasil
RJ-176	Brasil
RJ-178	Brasil
RJ-180	Brasil
RJ-182	Brasil
RJ-184	Brasil
RJ-186	Brasil
RJ-188	Brasil
RJ-192	Brasil
RJ-194	Brasil
RJ-196	Brasil
RJ-198	Brasil
RJ-200	Brasil
RJ-202	Brasil
RJ-204	Brasil
RJ-206	Brasil
RJ-210	Brasil
RJ-214	Brasil
RJ-216	Brasil
RJ-218	Brasil
RJ-220	Brasil
RJ-224	Brasil
RJ-228	Brasil
RJ-230	Brasil
RJ-232	Brasil
RJ-234	Brasil
RJ-356	Brasil
RJ-393	Brasil
RJ-465	Brasil
RJ-485	Brasil
RJ-492	Brasil
RJ-493	Brasil
RJ-I47	Brasil
RN-002	Brasil
RN-003	Brasil
RN-011	Brasil
RN-012	Brasil
RN-013	Brasil
RN-014	Brasil
RN-015	Brasil
RN-016	Brasil
RN-021	Brasil
RN-022	Brasil
RN-023	Brasil
RN-032	Brasil
RN-041	Brasil
RN-042	Brasil
RN-051	Brasil
RN-062	Brasil
RN-063	Brasil
RN-064	Brasil
RN-066	Brasil
RN-071	Brasil
RN-072	Brasil
RN-074	Brasil
RN-075	Brasil
RN-076	Brasil
RN-077	Brasil
RN-078	Brasil
RN-079	Brasil
RN-081	Brasil
RN-083	Brasil
RN-084	Brasil
RN-086	Brasil
RN-087	Brasil
RN-088	Brasil
RN-089	Brasil
RN-091	Brasil
RN-092	Brasil
RN-093	Brasil
RN-099	Brasil
RN-101	Brasil
RN-110	Brasil
RN-117	Brasil
RN-118	Brasil
RN-120	Brasil
RN-129	Brasil
RN-140	Brasil
RN-160	Brasil
RN-17	Brasil
RN-177	Brasil
RN-203	Brasil
RN-221	Brasil
RN-226	Brasil
RN-228	Brasil
RN-233	Brasil
RN-263	Brasil
RN-269	Brasil
RN-270	Brasil
RN-279	Brasil
RN-288	Brasil
RN-291	Brasil
RN-304	Brasil
RN-307	Brasil
RN-309	Brasil
RN-314	Brasil
RN-315	Brasil
RN-316	Brasil
RN-317	Brasil
RN-321	Brasil
RN-323	Brasil
RN-325	Brasil
RN-337	Brasil
RN-362	Brasil
RN-365	Brasil
RN-392	Brasil
RN-401	Brasil
RN-402	Brasil
RN-404	Brasil
RN-405	Brasil
RN-406	Brasil
RN-407	Brasil
RN-423	Brasil
RN-851	Brasil
RN 079	Brasil
RO-010	Brasil
RO-133	Brasil
RO-135	Brasil
RO-140	Brasil
RO-144	Brasil
RO-205	Brasil
RO-257	Brasil
RO-364	Brasil
RO-370	Brasil
RO-377	Brasil
RO-383	Brasil
RO-385	Brasil
RO-387	Brasil
RO-391	Brasil
RO-399	Brasil
RO-429	Brasil
RO-452	Brasil
RO-455	Brasil
RO-458	Brasil
RO-459	Brasil
RO-461	Brasil
RO-463	Brasil
RO-464	Brasil
RO-466	Brasil
RO-470	Brasil
RO-471	Brasil
RO-473	Brasil
RO-476	Brasil
RO-477	Brasil
RO-478	Brasil
RO-479	Brasil
RO-480	Brasil
RO-481	Brasil
RO-483	Brasil
RO-484	Brasil
RO-485	Brasil
RO-490	Brasil
RO-491	Brasil
RO-493	Brasil
RO-494	Brasil
RO-495	Brasil
RO-497	Brasil
ROS-005	Brasil
RR-170	Brasil
RR-171	Brasil
RR-175	Brasil
RR-202	Brasil
RR-203	Brasil
RR-205	Brasil
RR-207	Brasil
RR-311	Brasil
RR-319	Brasil
RR-321	Brasil
RR-323	Brasil
RR-340	Brasil
RR-342	Brasil
RR-343	Brasil
RR-400	Brasil
RR-444	Brasil
RR-452	Brasil
RR-460	Brasil
RS-010	Brasil
RS-011	Brasil
RS-015	Brasil
RS-020	Brasil
RS-030	Brasil
RS-040	Brasil
RS-049	Brasil
RS-060	Brasil
RS-087	Brasil
RS-101	Brasil
RS-104	Brasil
RS-110	Brasil
RS-115	Brasil
RS-116	Brasil
RS-118	Brasil
RS-118A	Brasil
RS-122	Brasil
RS-124	Brasil
RS-126	Brasil
RS-128	Brasil
RS-129	Brasil
RS-130	Brasil
RS-132	Brasil
RS-135	Brasil
RS-137	Brasil
RS-142	Brasil
RS-149	Brasil
RS-150	Brasil
RS-153	Brasil
RS-155	Brasil
RS-158	Brasil
RS-165	Brasil
RS-168	Brasil
RS-176	Brasil
RS-183	Brasil
RS-200	Brasil
RS-208	Brasil
RS-210	Brasil
RS-211	Brasil
RS-218	Brasil
RS-223	Brasil
RS-235	Brasil
RS-239	Brasil
RS-240	Brasil
RS-241	Brasil
RS-244	Brasil
RS-265	Brasil
RS-285	Brasil
RS-305	Brasil
RS-307	Brasil
RS-318	Brasil
RS-323	Brasil
RS-324	Brasil
RS-330	Brasil
RS-331	Brasil
RS-332	Brasil
RS-342	Brasil
RS-343	Brasil
RS-344	Brasil
RS-347	Brasil
RS-348	Brasil
RS-350	Brasil
RS-355	Brasil
RS-357	Brasil
RS-359	Brasil
RS-374	Brasil
RS-377	Brasil
RS-385	Brasil
RS-392	Brasil
RS-400	Brasil
RS-401	Brasil
RS-402	Brasil
RS-403	Brasil
RS-404	Brasil
RS-405	Brasil
RS-406	Brasil
RS-407	Brasil
RS-409	Brasil
RS-410	Brasil
RS-411	Brasil
RS-413	Brasil
RS-419	Brasil
RS-420	Brasil
RS-422	Brasil
RS-426	Brasil
RS-428	Brasil
RS-429	Brasil
RS-431	Brasil
RS-432	Brasil
RS-434	Brasil
RS-436	Brasil
RS-439	Brasil
RS-440	Brasil
RS-442	Brasil
RS-444	Brasil
RS-448	Brasil
RS-451	Brasil
RS-456	Brasil
RS-458	Brasil
RS-460	Brasil
RS-463	Brasil
RS-467	Brasil
RS-469	Brasil
RS-470	Brasil
RS-471	Brasil
RS-472	Brasil
RS-473	Brasil
RS-474	Brasil
RS-475	Brasil
RS-476	Brasil
RS-477	Brasil
RS-480	Brasil
RS-481	Brasil
RS-486	Brasil
RS-487	Brasil
RS-491	Brasil
RS-494	Brasil
RS-500	Brasil
RS-502	Brasil
RS-506	Brasil
RS-507	Brasil
RS-508	Brasil
RS-509	Brasil
RS-514	Brasil
RS-520	Brasil
RS-522	Brasil
RS-527	Brasil
RS-529	Brasil
RS-540	Brasil
RS-541	Brasil
RS-546	Brasil
RS-548	Brasil
RS-561	Brasil
RS-566	Brasil
RS-569	Brasil
RS-571	Brasil
RS-586	Brasil
RS-587	Brasil
RS-591	Brasil
RS-602	Brasil
RS-608	Brasil
RS-615	Brasil
RS-625	Brasil
RS-630	Brasil
RS-640	Brasil
RS-654	Brasil
RS-699	Brasil
RS-702	Brasil
RS-705	Brasil
RS-706	Brasil
RS-709	Brasil
RS-715	Brasil
